year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2018,GMB,2280102.00000000000,2317.6902167783800,2612.0009950142800,716.11848897912600
2006,GNB,1377581.00000000000,1372.4387445535600,1259.8123828336200,429.62226588858300
2007,GNB,1411543.00000000000,1383.1222002471400,1303.7246328395100,493.07049687939300
2008,GNB,1446936.00000000000,1392.5155448853600,1338.1101424552300,597.57639265810500
2009,GNB,1483921.00000000000,1403.5529549587600,1358.9982610523800,557.17161477348400
2010,GNB,1522599.00000000000,1430.9724626032300,1401.6924559532400,557.63213262612600
2011,GNB,1562989.00000000000,1506.6953115721700,1506.6953115721700,702.74288043638600
2012,GNB,1604979.00000000000,1442.1468446683600,1469.8050436043000,616.41168624954800
2013,GNB,1648257.00000000000,1450.0026768640200,1503.7458862238100,634.48244599306000
2014,GNB,1692439.00000000000,1425.7706439398400,1506.5895139710900,622.48171672521700
2015,GNB,1737202.00000000000,1474.2367869793800,1574.4611640932300,603.15851294240400
2016,GNB,1782437.00000000000,1526.8087997808700,1648.4383323345600,661.00765490618100
2017,GNB,1828146.00000000000,1576.7489940189200,1734.7149088418300,736.72556623178300
2018,GNB,1874309.00000000000,1596.3554601263900,1799.0678909809300,777.96992180252200
2006,GNQ,784496.00000000000,32618.6405999545000,29941.8589733777000,12857.33604614990000
2007,GNQ,821687.00000000000,35901.4596958074000,33840.5510026199000,15908.39183136320000
2008,GNQ,860840.00000000000,40368.0796343763000,38790.9039784876000,22942.58344909660000
2009,GNQ,901599.00000000000,39060.9130342086000,37820.9548140404000,16667.93682470670000
2010,GNQ,943639.00000000000,33990.1467708637000,33294.6534965385000,17272.00977068190000
2011,GNQ,986853.00000000000,34622.1162657965000,34622.1162657965000,21613.54923263240000
2012,GNQ,1031191.00000000000,35887.8163024139000,36576.0904309039000,21712.39501638090000
2013,GNQ,1076413.00000000000,32959.1080995665000,34180.7115318707000,20384.92452744730000
2014,GNQ,1122276.00000000000,31743.4107479562000,33542.7650820436000,19368.23091018950000
2015,GNQ,1168568.00000000000,27708.6381818310000,29592.3796723260000,11278.92894133090000
2016,GNQ,1215179.00000000000,24296.6035798435000,26232.1337762133000,9244.05179769096000
2017,GNQ,1262001.00000000000,22298.9421444051000,24532.9520018941000,9738.43422416926000
2018,GNQ,1308974.00000000000,20181.1329643192000,22743.8244342202000,10261.76001168870000
2006,GRC,11020362.00000000000,31136.4469392551000,28519.5389434167000,24801.15780650350000
2007,GRC,11048473.00000000000,32073.9603902180000,29291.9236888183000,28827.32635552240000
2008,GRC,11077841.00000000000,31881.7123355855000,30856.0118268477000,31997.28201088130000
2009,GRC,11107017.00000000000,30430.4194087950000,30365.3999269637000,29710.97029502840000
2010,GRC,11121341.00000000000,28726.0792762946000,28148.4224229962000,26917.75897872540000
2011,GRC,11104899.00000000000,26141.3195918975000,26141.3195918975000,25916.29352893510000
2012,GRC,11045011.00000000000,24364.2690565046000,25284.4640766238000,22242.68193477100000
2013,GRC,10965211.00000000000,23746.0845559006000,26097.8719008736000,21874.81950416670000
2014,GRC,10892413.00000000000,24081.6305271302000,26838.4552283268000,21760.97979949180000
2015,GRC,10820883.00000000000,24134.6843932385000,26902.5253198410000,18167.77371691620000
2016,GRC,10775971.00000000000,24188.9949153011000,27273.9345786637000,18116.45962233360000
2017,GRC,10754679.00000000000,24601.6732136507000,28579.7945258539000,18883.46006692820000
2018,GRC,10731726.00000000000,25140.7031372659000,29592.1524196167000,20324.25356414780000
2006,GRD,104933.00000000000,11203.1594841833000,10283.7952520972000,6658.54084669900000
2007,GRD,105190.00000000000,11860.1318400111000,11179.3057950946000,7212.50682187083000
2008,GRD,105456.00000000000,11942.3124325960000,11475.7278287630000,7832.42335227049000
2009,GRD,105789.00000000000,11117.4280419486000,10764.5139593804000,7290.69710041267000
2010,GRD,106233.00000000000,11014.3611281132000,10788.9895185926000,7257.75662232319000
2011,GRD,106796.00000000000,11040.1094847210000,11040.1094847210000,7291.05889664338000
2012,GRD,107446.00000000000,10846.5641460901000,11054.5848688294000,7444.50476759730000
2013,GRD,108170.00000000000,11027.3073337689000,11436.0258114446000,7789.77638079977000
2014,GRD,108902.00000000000,11757.5960905696000,12424.0676821701000,8369.88675513221000
2015,GRD,109599.00000000000,12435.5641894714000,13280.9824329701000,9096.87064595412000
2016,GRD,110261.00000000000,12822.6574530648000,13844.1434651551000,9628.34748662013000
2017,GRD,110874.00000000000,13320.3708531930000,14654.8664359312000,10163.62985277250000
2018,GRD,111454.00000000000,13804.5774090713000,15557.5450365264000,10640.49676033100000
2006,GRL,56774.00000000000,,,35458.12312104820000
2007,GRL,56555.00000000000,,,39780.95144457530000
2008,GRL,56328.00000000000,,,44367.05564978730000
2009,GRL,56323.00000000000,,,44918.56487707560000
2010,GRL,56905.00000000000,,,43988.33249319460000
2011,GRL,56890.00000000000,,,47186.98146800480000
2012,GRL,56810.00000000000,,,45936.76595169890000
2013,GRL,56483.00000000000,,,47535.58994536850000
2014,GRL,56295.00000000000,,,50484.92757390230000
2015,GRL,56114.00000000000,,,44536.40130809990000
2016,GRL,56186.00000000000,,,48181.87418806400000
2017,GRL,56171.00000000000,,,
2018,GRL,56025.00000000000,,,
2006,GTM,13397021.00000000000,6457.9875745938300,5928.0261118724500,2256.56506958735000
2007,GTM,13700327.00000000000,6713.1188471576300,6327.7549898734800,2489.94840578017000
2008,GTM,14006428.00000000000,6781.8572753021200,6516.8909877502700,2794.17683179156000
2009,GTM,14316263.00000000000,6669.9865555028800,6458.2530343057500,2635.71644322601000
2010,GTM,14630417.00000000000,6714.0488874855700,6576.6686085413500,2825.48396349692000
2011,GTM,14948803.00000000000,6844.5405279421300,6844.5405279421300,3187.86620251971000
2012,GTM,15270778.00000000000,6899.2147883232300,7031.5313106126700,3299.66560477367000
2013,GTM,15595821.00000000000,7005.2111811144900,7264.8538266925700,3452.92200049589000
2014,GTM,15923243.00000000000,7147.5630770122300,7552.7179831091600,3687.83695118893000
2015,GTM,16252429.00000000000,7292.7109483038200,7788.4979336243800,3923.57334364713000
2016,GTM,16583060.00000000000,7368.3390873272800,7955.3200105558000,4140.58982610593000
2017,GTM,16914936.00000000000,7423.1703601421300,8166.8574665073700,4470.60999392312000
2018,GTM,17247807.00000000000,7508.8644632145600,8462.3740081219300,4549.01008110721000
2006,GUM,158648.00000000000,,,26555.64520195650000
2007,GUM,158847.00000000000,,,27542.22616731820000
2008,GUM,159036.00000000000,,,29056.31429361910000
2009,GUM,159226.00000000000,,,30026.50320927490000
2010,GUM,159444.00000000000,,,30700.43400817840000
2011,GUM,159692.00000000000,,,30859.40435338030000
2012,GUM,159996.00000000000,,,32494.56236405910000
2013,GUM,160407.00000000000,,,33265.38118660660000
2014,GUM,161016.00000000000,,,34394.09748099570000
2015,GUM,161853.00000000000,,,35278.92593896930000
2016,GUM,162951.00000000000,,,35562.83790832830000
2017,GUM,164281.00000000000,,,35615.80462743710000
2018,GUM,165768.00000000000,,,35712.56213503210000
2006,GUY,746343.00000000000,4970.3470970842000,4562.4657892652700,1954.13330777809000
2007,GUY,746474.00000000000,5318.3141101601600,5013.0184515546100,2331.20034221863000
2008,GUY,746817.00000000000,5420.9475188122600,5209.1517996212700,2566.88708469730000
2009,GUY,747718.00000000000,5606.7438781711100,5428.7621665294200,2756.81988916377000
2010,GUY,749436.00000000000,5825.3978115108300,5706.2007681592100,3033.24772490536000
2011,GUY,752028.00000000000,6106.9673711503300,6106.9673711503300,3425.43644063562000
2012,GUY,755399.00000000000,6400.5062176435300,6523.2582625637700,3788.14674878178000
2013,GUY,759285.00000000000,6687.2647111346000,6935.1229207429700,3934.86526171904000
2014,GUY,763380.00000000000,6910.6796561667500,7302.4069815492000,4031.60066245674000
2015,GUY,767432.00000000000,7084.1888791097000,7565.7997194010700,4166.12851559884000
2016,GUY,771366.00000000000,7285.1006728043200,7865.4506089371200,4542.62206666493000
2017,GUY,775221.00000000000,7401.1000920239900,8142.5760981399300,4586.05457171312000
2018,GUY,779004.00000000000,7667.1304899202800,8640.7373701621100,4979.00218839886000
2006,HKG,6857100.00000000000,43520.5649658591000,39949.1393473734000,28224.21506093890000
2007,HKG,6916300.00000000000,45937.4552032033000,43300.4342694208000,30594.01784102310000
2008,HKG,6957800.00000000000,46635.1366955769000,44813.1079299907000,31515.66277130180000
2009,HKG,6972800.00000000000,45390.4884475041000,43949.6027923570000,30697.34038351700000
2010,HKG,7024200.00000000000,48107.7046946631000,47123.3433947867000,32549.99823112100000
2011,HKG,7071600.00000000000,50085.9593288483000,50085.9593288483000,35142.48793445430000
2012,HKG,7150100.00000000000,50378.3268048517000,51344.5070450814000,36730.87670011280000
2013,HKG,7178900.00000000000,51732.4661436832000,53649.8893340125000,38403.77771454770000
2014,HKG,7229500.00000000000,52789.4390825341000,55781.7736732117000,40315.28556405520000
2015,HKG,7291300.00000000000,53591.8105448664000,57235.1912267908000,42431.88828172770000
2016,HKG,7336600.00000000000,54420.0762228779000,58755.3200552918000,43734.24999377220000
2017,HKG,7391700.00000000000,56093.6931926331000,61713.4155419622000,46225.78186900070000
2018,HKG,7451000.00000000000,57318.0578276611000,64596.5638523698000,48675.61645997670000
2006,HND,7634298.00000000000,3805.3410761747200,3493.0635904116700,1420.13612093697000
2007,HND,7808518.00000000000,3950.6709674440400,3723.8843072436900,1572.06550388910000
2008,HND,7980955.00000000000,4028.8770990787800,3871.4693913357500,1727.82770138436000
2009,HND,8150775.00000000000,3849.0099683999600,3726.8261488449000,1789.70665110755000
2010,HND,8317470.00000000000,3912.6035957246000,3832.5454099135300,1904.34646496881000
2011,HND,8480671.00000000000,3984.4972671867700,3984.4972671867700,2088.31530028695000
2012,HND,8640691.00000000000,4072.1678379991200,4150.2658684322100,2144.34261117820000
2013,HND,8798521.00000000000,4110.7581384632500,4263.1201573670400,2102.59316626494000
2014,HND,8955589.00000000000,4162.1669421013600,4398.0966342799700,2206.05193412773000
2015,HND,9112916.00000000000,4247.3817492316300,4536.1353564820000,2302.20137936204000
2016,HND,9270795.00000000000,4337.5835845743800,4683.1266963773100,2342.58465119568000
2017,HND,9429013.00000000000,4468.9990580776900,4916.7237924709700,2449.96469108151000
2018,HND,9587522.00000000000,4559.7365083525800,5138.7524573387600,2500.11321286023000
2006,HRV,4311159.00000000000,21136.0744648238000,17431.3047095463000,11703.32596669480000
2007,HRV,4310217.00000000000,22254.0433543505000,19354.9821889334000,13962.86487045250000
2008,HRV,4309705.00000000000,22648.3006474488000,20776.4481468631000,16309.44842232430000
2009,HRV,4305181.00000000000,21003.5473333212000,19998.6846884633000,14555.98764686040000
2010,HRV,4295427.00000000000,20736.2607105749000,19761.4849126156000,13923.63705244780000
2011,HRV,4280622.00000000000,20743.5063798886000,20743.5063798886000,14566.62972590840000
2012,HRV,4267558.00000000000,20341.4076023730000,21136.4032954146000,13238.11795475540000
2013,HRV,4255689.00000000000,20286.2516238516000,21769.2799583314000,13642.19778327000000
2014,HRV,4238389.00000000000,20347.8978388441000,22062.0257043498000,13600.18618161460000
2015,HRV,4203604.00000000000,21016.2878132811000,23013.6220508491000,11782.90254864280000
2016,HRV,4174349.00000000000,21900.8143530250000,24511.8948549293000,12360.47325706000000
2017,HRV,4124531.00000000000,22861.1561016998000,26351.9070402821000,13412.34195054260000
2018,HRV,4087843.00000000000,23664.1452291354000,27579.7808327382000,14909.69318608540000
2006,HTI,9344785.00000000000,1544.3647608450400,1417.6296443433300,508.96880662516700
2007,HTI,9495328.00000000000,1570.6935550647200,1480.5285303165900,619.81277423764800
2008,HTI,9646580.00000000000,1559.1140591378700,1498.1996742798800,678.84478979627100
2009,HTI,9798046.00000000000,1582.3402576934200,1532.1101003002300,672.03699791606200
2010,HTI,9949322.00000000000,1509.6256321597700,1478.7362546883000,665.62741949339600
2011,HTI,10100320.00000000000,1569.1981579141800,1569.1981579141800,744.21742679962300
2012,HTI,10250930.00000000000,1590.8611564555900,1621.3714713429900,769.74938095924900
2013,HTI,10400673.00000000000,1634.5580001723900,1695.1416075102700,815.82001522978600
2014,HTI,10549008.00000000000,1656.3157649130000,1750.2029333044800,831.87394889991700
2015,HTI,10695542.00000000000,1653.6243914678700,1766.0442388620800,815.72828441031700
2016,HTI,10839970.00000000000,1655.2943773988400,1787.1594029283600,735.30177032170400
2017,HTI,10982366.00000000000,1653.0014602720900,1818.6066953894100,765.72729432427400
2018,HTI,11123176.00000000000,1656.2939037331600,1866.6175890411400,868.34202469407000
2006,HUN,10071370.00000000000,23399.1094488673000,18342.7152343631000,11475.82270570930000
2007,HUN,10055780.00000000000,23492.1416057992000,19045.8084134439000,13918.96019101370000
2008,HUN,10038188.00000000000,23782.3628384923000,20696.7285678852000,15753.47328401950000
2009,HUN,10022650.00000000000,22223.4498565066000,20678.0683119944000,13046.48100818480000
2010,HUN,10000023.00000000000,22421.6973398136000,21569.8900784948000,13113.52596172770000
2011,HUN,9971727.00000000000,22894.3476393949000,22894.3476393949000,14150.96672636780000
2012,HUN,9920362.00000000000,22674.1873645513000,23148.1278813822000,12918.24752053880000
2013,HUN,9893082.00000000000,23183.0290491614000,24498.1791614004000,13687.24610128100000
2014,HUN,9866468.00000000000,24220.7339373403000,25604.9882089604000,14246.10980144700000
2015,HUN,9843028.00000000000,25212.0531051236000,26668.0408752434000,12651.56834230040000
2016,HUN,9814023.00000000000,25842.8705903215000,27171.1594533040000,12992.37566751500000
2017,HUN,9787966.00000000000,27031.7800201178000,29159.1264479461000,14457.60876361400000
2018,HUN,9775564.00000000000,28464.5601991086000,31102.5027541193000,16161.98051019180000
2006,IDN,229318262.00000000000,7118.2173722778100,6534.0755096607400,1589.80148866142000
2007,IDN,232374245.00000000000,7470.3175337247100,7041.4869937808700,1860.00276310682000
2008,IDN,235469762.00000000000,7815.4486889055300,7510.1001183608700,2166.85416700025000
2009,IDN,238620563.00000000000,8069.2418966787800,7813.0901059730500,2261.24722374577000
2010,IDN,241834215.00000000000,8457.5565549191800,8284.5012944984400,3122.36281521649000
2011,IDN,245116206.00000000000,8859.1399981610200,8859.1399981610200,3643.04393616102000
2012,IDN,248452413.00000000000,9267.2171690055600,9444.9484014320000,3694.34894603237000
2013,IDN,251806402.00000000000,9651.9244895448700,10009.6654832984000,3623.91158235134000
2014,IDN,255129004.00000000000,10003.1718365666000,10570.1950446793000,3491.62479085767000
2015,IDN,258383256.00000000000,10358.8285659237000,11063.0622072345000,3331.69512758628000
2016,IDN,261554226.00000000000,10748.2888017722000,11604.5252492562000,3562.84575641971000
2017,IDN,264645886.00000000000,11161.0212022163000,12279.1832757320000,3836.91381389271000
2018,IDN,267663435.00000000000,11605.8553349579000,13079.6192965940000,3893.59607757239000
2006,IMN,81285.00000000000,,,42106.80118037330000
2007,IMN,82408.00000000000,,,54194.98641122310000
2008,IMN,83508.00000000000,,,70994.40895412630000
2009,IMN,84376.00000000000,,,65031.33187032610000
2010,IMN,84857.00000000000,,,69766.52118863880000
2011,IMN,84886.00000000000,,,77351.95888214320000
2012,IMN,84533.00000000000,,,76104.68136722700000
2013,IMN,83976.00000000000,,,80431.67279651380000
2014,IMN,83488.00000000000,,,88974.22864979280000
2015,IMN,83234.00000000000,,,81606.28003339340000
2016,IMN,83287.00000000000,,,79155.54167209600000
2017,IMN,83598.00000000000,,,80989.17221145020000
2018,IMN,84077.00000000000,,,
2006,IND,1165486291.00000000000,3629.4341744176800,3331.5921266112900,806.75328062879900
2007,IND,1183209472.00000000000,3848.9486706827900,3628.0013375589400,1028.33477107667000
2008,IND,1200669765.00000000000,3910.0545080462600,3757.2891835834100,998.52233901926800
2009,IND,1217726215.00000000000,4158.3855385148900,4026.3808327724900,1101.96084002239000
2010,IND,1234281170.00000000000,4451.2334730381800,4360.1540504096600,1357.56371913262000
2011,IND,1250288729.00000000000,4624.5614039629700,4624.5614039629700,1458.10352686177000
